customer_id,country,gender,age,balance,products_number,active_member,churn
15634719,France,Male,31,0,2,0,0
15703205,France,Female,46,113402.14,2,1,0
15567333,France,Female,31,0,2,0,0
15754537,France,Male,40,0,1,0,0
15612030,France,Male,28,0,2,1,0
15573242,France,Male,50,136953.47,1,1,0
15601892,France,Male,33,0,2,1,0
15663885,France,Male,32,0,1,1,0
15701096,France,Male,44,123863.64,1,0,0
15710450,Spain,Male,22,120811.89,1,1,0
15790846,Germany,Male,38,148430.55,1,1,0
15658956,Germany,Male,40,47869.69,2,1,0
15755223,Germany,Male,53,150926.99,2,0,0
15787318,Germany,Female,47,103163.35,1,0,1
15737310,France,Male,29,130206.28,1,0,0
15763665,France,Female,28,136674.51,2,0,0
15668818,Spain,Female,40,200322.45,1,1,0
15765812,Spain,Male,48,0,2,1,0
15704844,Spain,Male,62,80927.56,1,1,0
15744582,France,Female,24,0,3,0,1
15616700,Spain,Female,41,0,2,1,0
15683521,Germany,Male,28,142574.71,2,0,0
15583049,Germany,Female,34,160426.07,1,1,0
15643752,France,Male,25,116160.23,1,0,0
15620398,Spain,Female,34,98683.47,2,0,0
15715707,France,Male,32,118829.03,2,1,0
15814209,France,Male,31,118870.92,1,0,0
15733768,France,Male,32,0,1,1,0
15755242,France,Female,46,0,1,1,0
15729412,France,Male,38,107192.38,1,1,0
15746564,France,Male,42,108010.78,1,1,0
15588446,Spain,Male,34,0,2,0,0
15665221,France,Male,26,129837.72,2,1,0
15640846,Germany,Female,58,106458.31,4,0,1
15700209,France,Male,63,97009.15,1,1,0
15658360,Spain,Male,35,122929.42,2,0,0
15602735,Germany,Male,45,152296.83,4,1,1
15724834,France,Female,30,0,2,0,0
15800062,Spain,Male,49,0,1,0,1
15685300,France,Male,35,128993.76,2,0,0
15760102,France,Female,36,0,1,0,0
15787026,Germany,Male,27,185267.45,2,1,0
15653696,France,Female,28,0,2,0,0
15788946,Spain,Female,29,116805.82,1,0,0
15600724,Germany,Male,29,129750.68,1,0,0
15574324,Germany,Female,29,129177.01,2,1,0
15707144,Germany,Male,25,82506.72,2,0,0
15775891,Germany,Male,48,107247.69,1,1,1
15711789,Spain,Female,42,0,1,0,1
15600879,Germany,Female,36,157780.93,2,0,0
15681196,France,Male,35,172170.36,1,1,0
15716000,Spain,Male,48,0,2,1,0
15766776,France,Male,41,0,1,1,0
15680278,Spain,Female,42,75361.44,1,0,1
15688637,France,Female,27,0,2,1,0
15591179,Spain,Male,30,0,2,1,0
15677435,France,Female,29,98263.46,2,0,0
15698619,France,Male,43,0,2,1,0
15581036,Germany,Female,40,109308.79,2,0,1
15622117,Spain,Female,31,0,2,0,0
15599301,Germany,Female,28,164365.44,1,1,0
15581548,Spain,Female,22,98800,1,0,0
15586870,France,Male,27,193125.85,1,1,0
15735263,France,Male,27,51522.75,1,1,0
15765322,France,Male,23,84284.48,2,1,0
15582944,Spain,Female,39,0,2,0,0
15687162,France,Male,51,119889.84,1,0,1
15644962,France,Male,21,137910.45,1,1,0
15612615,France,Female,37,0,2,0,0
15813439,France,Male,33,100116.82,1,0,0
15604544,Germany,Male,40,166082.15,2,1,0
15761348,France,Female,38,0,2,0,0
15785078,Spain,Male,26,0,1,0,0
15759874,France,Male,44,148595.55,1,0,1
15643658,Germany,Male,53,94078.97,2,0,0
15713267,Spain,Female,34,0,2,1,0
15737782,France,Male,29,0,1,1,0
15815490,Germany,Male,40,164948.98,3,0,1
15679410,France,Female,62,140549.4,1,0,1
15756241,France,Female,44,152509.25,1,1,0
15688409,France,Female,28,191864.51,1,0,1
15742272,France,Female,44,96418.09,1,0,1
15717898,Spain,Male,32,131945.94,1,1,0
15769582,France,Male,29,0,2,1,0
15635660,Germany,Male,30,142910.15,1,0,1
15576723,France,Female,37,0,2,1,0
15591577,France,Male,35,146311.58,1,1,0
15582325,France,Male,52,87894.26,1,0,1
15693947,France,Female,19,97445.49,2,0,0
15760446,France,Female,64,0,1,1,1
15611105,Spain,Male,35,0,2,1,0
15630920,France,Male,34,154485.74,2,0,0
15574910,France,Male,50,115625.07,1,0,0
15756472,France,Male,25,108396.67,1,0,0
15682890,Germany,Male,38,65095.41,2,1,0
15641994,Germany,Male,43,103018.45,1,0,1
15733297,France,Female,38,84764.79,1,1,0
15767793,France,Female,38,0,2,0,0
15725698,Spain,Female,35,115680.81,1,1,0
15813532,France,Female,39,0,2,0,0
15576760,Germany,Male,36,73088.06,2,0,0
15732102,Germany,Female,27,150905.03,2,0,0
15739046,Spain,Female,23,143054.85,1,1,0
15631927,Spain,Female,28,0,2,0,0
15672115,France,Male,60,0,2,1,0
15618765,Germany,Female,42,99948.45,1,1,0
15679148,France,Male,44,115451.05,2,0,0
15728474,Germany,Male,32,108235.91,1,1,0
15636999,France,Male,38,0,1,1,1
15754261,Spain,Male,42,98795.61,2,0,0
15629150,France,Female,37,0,2,0,0
15736274,France,Male,31,0,2,0,0
15627697,France,Male,34,0,2,1,0
15721585,Germany,Male,29,113146.98,2,1,0
15639946,Germany,Female,39,162532.14,3,0,1
15792176,Spain,Female,40,92053.44,1,1,0
15699450,France,Male,48,0,2,1,0
15729954,France,Female,28,0,3,0,1
15600103,Germany,Female,29,104944.1,1,1,0
15786200,France,Male,31,0,2,0,0
15797010,France,Female,31,0,2,0,0
15670172,France,Female,30,107879.04,1,1,0
15627352,Germany,Male,46,110356.42,1,0,1
15622494,France,Male,27,0,2,0,0
15585835,Spain,Female,34,109783.69,2,0,0
15595071,France,Male,22,149777,1,1,0
15628203,France,Female,38,104339.56,1,0,0
15667190,Spain,Female,21,85818.18,1,1,0
15780212,France,Male,37,212692.97,1,0,0
15766869,Germany,Male,37,89696.84,2,1,0
15775741,France,Female,28,0,2,1,0
15628170,Germany,Female,32,68067.24,1,0,0
15701318,Spain,Male,67,148564.66,1,1,0
15710928,France,Female,55,136354.16,1,1,0
15682547,France,Male,38,122214,1,1,0
15631170,France,Male,45,0,2,1,0
15648702,Germany,Male,70,119684.88,2,1,0
15783444,France,Female,39,135139.33,1,1,0
15809178,Germany,Female,42,146100.75,1,0,1
15806688,Spain,Female,56,123110.9,3,1,1
15576824,Germany,Female,44,111760.4,3,1,1
15675422,France,Female,32,110728.39,1,1,0
15681550,France,Female,41,121558.46,1,1,0
15812628,Germany,Female,38,120623.21,1,0,0
15597951,France,Female,58,114713.57,1,1,0
15807045,Germany,Female,37,103457.76,1,0,0
15581748,Germany,Male,57,101134.87,2,1,0
15770420,Germany,Male,46,78136.36,2,1,0
15608230,France,Male,23,0,2,0,0
15730339,Spain,Male,30,133446.34,1,0,0
15712584,France,Female,33,0,2,1,0
15592816,Germany,Female,48,108076.33,1,0,1
15641480,France,Male,32,131354.25,1,0,0
15708505,Germany,Female,37,62974.64,2,1,0
15791131,Germany,Female,30,143340.44,1,0,0
15618225,Germany,Male,36,116993.43,2,0,0
15644724,France,Male,31,58662.92,2,1,0
15662098,Spain,Male,41,128808.65,3,0,1
15723894,France,Male,45,137555.44,1,0,0
15787699,Germany,Male,34,142393.11,1,1,0
15687738,France,Female,38,0,2,0,0
15576126,France,Female,41,125785.23,1,1,0
15658889,France,Male,22,136444.25,1,0,1
15667046,Spain,Male,38,121527.4,1,0,0
15669957,Germany,Male,52,144696.75,1,1,0
15655794,France,Male,36,0,2,1,0
15599829,France,Female,35,0,2,1,0
15753332,Germany,Male,48,128140.17,1,0,1
15671124,France,Male,25,120383.41,1,1,0
15767474,France,Female,57,0,3,1,1
15720671,France,Male,42,129735.3,2,1,0
15626787,Spain,Female,31,185078.26,1,0,1
15774491,France,Female,28,0,2,0,0
15579647,France,Male,42,0,1,1,0
15625522,Spain,Male,31,0,2,1,0
15765806,France,Male,29,144591.96,1,1,0
15566708,France,Female,45,0,2,0,1
15668347,France,Male,36,0,2,0,0
15575214,France,Male,37,0,1,0,0
15591123,Germany,Male,68,100194.44,1,1,0
15573280,Germany,Male,50,145295.31,2,1,0
15589018,Germany,Male,28,106070.29,2,1,0
15654495,Germany,Female,47,120621.89,1,1,0
15597265,France,Male,38,0,2,1,0
15733876,France,Male,36,0,2,1,0
15677217,France,Male,30,0,1,1,0
15747265,Germany,Female,27,171283.91,1,1,0
15713379,France,Male,26,0,2,1,0
15730433,Germany,Female,38,128218.47,1,0,1
15693347,France,Female,32,0,2,1,0
15715465,Germany,Male,28,77776.39,1,0,0
15680736,Germany,Female,72,124978.19,2,1,0
15610765,France,Male,29,0,2,0,0
15650034,France,Female,28,0,1,1,0
15782468,Spain,Male,51,109799.55,2,1,1
15685109,France,Male,39,0,2,0,0
15776233,Germany,Female,61,125397.21,1,0,1
15761141,Spain,Female,71,0,2,1,0
15781702,Germany,Male,38,111347.37,2,1,0
15790235,Spain,Male,40,104291.41,2,1,0
15641416,Germany,Female,61,94867.18,2,1,1
15775234,France,Male,24,0,2,0,0
15659475,France,Female,33,135703.59,2,0,0
15642202,Germany,Female,37,106453.53,2,1,0
15771417,France,Male,43,132412.38,1,0,1
15585100,Germany,Female,40,124401.6,1,0,1
15700487,France,Male,46,118022.06,3,0,1
15726589,Germany,Male,39,82531.11,1,0,0
15747503,Spain,Male,44,184552.12,1,0,1
15595883,Germany,Male,39,127278.31,1,1,0
15663826,Spain,Female,66,0,1,1,0
15742820,France,Female,45,0,2,1,0
15624793,Germany,Male,23,184244.86,1,0,0
15597930,France,Male,52,59669.43,1,0,1
15665110,France,Female,25,79543.59,1,1,0
15770719,France,Female,39,151553.19,1,1,0
15731327,Germany,Male,27,166527.88,2,1,0
15576044,Germany,Male,28,150329.15,1,0,0
15775662,France,Male,43,121911.59,1,0,0
15646817,France,Male,51,156773.78,2,0,0
15596060,Spain,Male,29,127864.26,1,1,0
15723299,France,Male,53,113709.28,1,1,1
15636982,Germany,Female,43,79974.55,1,1,0
15751175,France,Female,44,0,2,1,0
15618936,France,Female,51,0,1,0,1
15787529,Spain,Male,38,0,1,0,1
15780128,France,Male,33,144427.96,2,0,0
15615991,France,Male,42,99263.09,1,1,0
15757001,France,Female,32,79368.87,2,1,0
15595388,France,Female,30,0,2,1,0
15699550,Spain,Female,34,0,2,1,0
15581620,France,Male,28,0,3,1,0
15600934,France,Female,52,125095.94,1,0,1
15738672,Germany,Female,40,162485.8,2,0,0
15721307,Germany,Male,37,95668.82,2,0,0
15619280,France,Male,25,0,2,0,0
15768244,Spain,Female,30,0,2,1,0
15806837,France,Male,37,0,1,0,0
15643496,France,Female,34,74197.38,2,0,0
15813916,France,Female,31,89688.94,1,1,0
15626385,Spain,Female,33,103121.33,2,1,0
15603582,Spain,Female,34,0,1,0,0
15764351,Germany,Female,59,120170.07,1,1,0
15667938,France,Male,32,149136.31,2,1,0
15576360,France,Male,40,141136.79,1,1,0
15628813,France,Female,43,152341.55,1,0,0
15584190,France,Male,36,120026.98,2,1,0
15716449,Spain,Male,33,132168.28,1,0,0
15759913,Germany,Male,43,85200.82,2,1,0
15701555,Spain,Male,53,84903.33,2,1,0
15758482,France,Female,32,0,2,0,0
15758171,France,Male,20,0,1,1,0
15680346,Spain,Male,40,0,1,0,0
15649124,France,Male,30,121535.18,1,0,0
15812917,Spain,Male,35,116662.96,2,1,0
15768455,France,Male,60,0,2,1,0
15703059,Germany,Female,49,124829.16,1,1,0
15646196,Spain,Female,36,155180.56,2,0,0
15585451,Germany,Female,32,108262.87,1,1,0
15714057,Spain,Male,40,0,2,0,0
15748473,France,Male,38,0,2,0,0
15785782,Spain,Male,48,0,1,1,1
15693233,Germany,Male,38,99812.88,2,1,0
15757521,France,Male,35,132164.26,1,1,0
15812513,Germany,Male,45,103583.05,1,0,1
15674950,Germany,Male,39,142406.43,2,0,0
15678572,Spain,Male,38,99842.5,2,0,1
15713608,France,Female,41,0,2,1,0
15579262,France,Male,41,0,1,0,0
15610426,France,Female,39,81042.42,1,1,0
15776454,France,Female,48,0,1,0,1
15771483,France,Male,40,0,2,1,0
15648489,France,Male,53,199689.49,1,1,1
15646609,France,Male,33,142645.43,1,0,0
15693203,Spain,Female,75,0,2,1,0
15813067,Germany,Female,45,110219.14,1,0,1
15769829,Spain,Male,51,0,2,1,0
15662434,France,Male,25,0,2,0,0
15773503,Spain,Male,32,0,2,0,0
15705890,France,Male,45,142072.02,1,0,0
15711398,France,Female,25,0,2,0,0
15752375,Germany,Male,33,149564.61,1,0,0
15659175,France,Female,43,0,2,0,0
15597033,Germany,Male,37,153366.13,1,1,0
15590228,France,Male,21,76467.16,1,1,0
15631848,France,Female,26,121508.28,1,1,0
15654211,Spain,Female,27,0,1,1,0
15707968,Spain,Male,36,73211.12,2,0,1
15594084,France,Male,22,0,2,0,0
15651093,France,Female,55,0,2,1,0
15798824,Spain,Male,38,92674.94,2,0,0
15671591,Spain,Male,52,96196.24,4,0,1
15707189,Germany,Female,36,114391.62,1,1,0
15733581,Germany,Male,32,80262.66,1,0,0
15641640,Spain,Female,33,173331.52,1,0,0
15585284,Spain,Female,35,147285.52,1,1,0
15617866,Spain,Male,67,119785.47,2,1,0
15667751,Spain,Female,36,140137.15,1,0,0
15669411,Germany,Female,52,107467.56,1,0,1
15789425,Germany,Female,37,98218.04,2,0,1
15570943,Germany,Female,35,133607.75,1,1,0
15685829,France,Male,37,0,2,1,0
15721917,France,Female,38,95139.41,1,1,0
15776047,France,Female,29,0,2,1,0
15716024,Spain,Male,42,0,2,0,0
15675328,France,Female,37,0,2,0,0
15604314,Germany,Female,26,97331.19,1,0,0
15658339,Germany,Male,37,139265.63,2,1,0
15630402,France,Female,31,0,1,1,0
15689616,Spain,Male,34,168094.01,1,0,0
15774224,Germany,Female,30,131563.88,2,0,0
15701291,France,Male,44,0,2,0,0
15719606,France,Male,50,0,2,0,0
15644119,France,Male,31,0,1,1,0
15646859,Germany,Male,47,107363.29,1,1,0
15606836,France,Female,33,94493.03,1,1,0
15664150,Germany,Female,29,170214.23,2,0,0
15624510,France,Male,52,139781.06,1,0,1
15810944,France,Female,35,0,2,0,0
15668575,Spain,Female,26,148610.41,3,1,1
15603246,France,Male,73,170241.7,2,1,0
15804002,France,Female,33,128306.83,1,1,0
15728773,France,Female,47,0,2,1,0
15598044,France,Female,35,0,1,1,0
15694829,Germany,Male,32,175454,1,1,0
15600575,Spain,Male,41,0,2,0,0
15727311,France,Female,22,100885.93,2,1,0
15570769,France,Male,69,93320.8,1,1,0
15606274,Germany,Male,38,63176.44,2,1,0
15746139,France,Male,33,139451.67,1,0,0
15704987,France,Female,52,49113.75,1,0,0
15628972,Germany,Male,32,123906.22,3,1,1
15697686,France,Female,40,0,2,1,0
15733883,France,Male,28,0,2,0,0
15617482,Germany,Female,52,131441.51,1,0,1
15704583,France,Male,56,0,1,0,1
15621083,France,Male,57,136325.48,2,1,1
15649487,Germany,Female,38,113150.44,2,0,1
15736760,Spain,Female,42,0,1,0,0
15714658,France,Female,33,0,2,1,0
15599081,Germany,Female,46,102785.16,1,1,0
15705113,Spain,Male,34,83264.28,1,0,0
15631159,Germany,Male,41,72252.64,2,1,0
15792818,Germany,Female,29,148051.52,1,0,0
15633531,France,Female,76,138489.66,1,1,0
15744529,France,Male,63,0,2,1,0
15669656,France,Male,32,111589.33,1,1,0
15581198,Germany,Female,39,122104.79,1,0,1
15729054,Germany,Male,32,96106.83,1,1,0
15573452,Germany,Male,42,115930.87,1,0,0
15776733,Germany,Female,37,124513.66,2,0,0
15724858,France,Female,54,0,1,0,1
15713144,Spain,Male,46,0,1,0,0
15690188,France,Male,33,0,1,1,1
15689425,Spain,Male,35,100988.39,2,0,0
15671766,France,Male,44,118577.24,1,1,0
15782806,Spain,Male,28,0,2,0,0
15764419,France,Male,27,0,2,1,0
15591915,France,Female,39,0,1,1,1
15772798,Spain,Female,28,0,2,1,0
15792008,Spain,Female,26,0,2,1,0
15715541,France,Female,42,113311.11,1,1,0
15639277,France,Female,41,0,1,0,0
15798850,France,Male,32,0,2,0,0
15776348,Germany,Male,20,124365.42,1,0,1
15727696,France,Male,42,147249.29,2,1,0
15793813,France,Male,36,103688.19,1,1,0
15694395,France,Female,29,138740.24,2,0,0
15764195,Spain,Male,39,111900.14,1,1,0
15744919,Spain,Female,37,152760.24,1,1,0
15671655,Germany,Male,31,143966.3,2,1,1
15654901,France,Male,51,141556.96,1,0,0
15649136,France,Female,43,0,2,1,0
15775562,France,Female,33,0,2,0,0
15807481,France,Female,46,0,1,1,0
15642885,France,Male,30,0,2,0,0
15789109,France,Female,41,0,1,1,1
15814004,France,Male,29,0,2,1,0
15673619,France,Male,25,162560.32,1,0,0
15595135,Germany,Female,29,123229.46,1,0,0
15583681,Spain,Male,31,76665.71,2,1,0
15605000,France,Male,38,140278.99,3,1,1
15718071,France,Female,51,0,2,1,0
15679760,France,Male,46,115764.32,2,0,0
15654574,Germany,Male,36,131142.53,2,0,0
15577178,France,Male,45,68375.27,1,0,1
15595324,Germany,Female,39,117833.3,3,0,1
15756932,Spain,Female,36,0,2,1,0
15726358,France,Male,34,0,2,0,0
15595228,France,Male,45,0,1,1,1
15782530,Spain,Male,30,111093.01,1,0,0
15592877,Spain,Male,42,132657.55,1,0,0
15651983,France,Female,56,128882.49,1,1,1
15746737,Germany,Male,59,69129.59,1,1,0
15774179,France,Male,37,0,2,1,0
15667265,France,Male,39,121404.64,1,1,0
15655123,Spain,Female,45,131355.3,3,0,1
15595917,France,Female,35,102097.33,1,1,0
15668385,France,Male,40,154863.15,1,1,0
15709476,Spain,Female,41,99945.93,2,0,0
15711218,Germany,Male,39,121704.32,2,0,0
15798659,Spain,Female,43,0,2,0,0
15663939,Germany,Male,35,138782.76,1,1,0
15694946,France,Male,35,0,2,1,0
15631912,France,Male,30,136291.71,1,0,0
15768816,Germany,Male,42,107856.57,2,0,0
15682268,Germany,Female,26,108348.66,1,0,1
15684801,France,Male,47,93871.95,3,0,1
15636428,Spain,Female,45,0,1,0,1
15809823,Germany,Male,19,125860.2,1,0,0
15699284,France,Male,49,172713.44,1,0,0
15786993,France,Female,51,0,2,1,0
15709441,Spain,Female,59,0,1,1,0
15710257,France,Female,39,130786.92,1,1,0
15582492,France,Female,29,112367.34,1,0,0
15575694,Spain,Female,45,91091.06,2,0,0
15756820,France,Female,26,106198.5,1,1,0
15766289,France,Male,47,142669.93,2,0,0
15593014,France,Male,33,112833.35,1,1,0
15584545,France,Female,40,0,2,1,0
15675949,Spain,Female,43,0,2,1,0
15672091,Germany,Female,32,104336.43,2,0,0
15801658,France,Male,55,104305.74,1,1,0
15706185,Germany,Male,47,140187.1,2,1,0
15789863,France,Male,39,0,2,0,0
15720943,France,Female,45,114959.12,1,0,1
15697997,France,Male,33,164704.38,1,1,1
15665416,France,Male,62,119096.55,1,1,0
15660200,France,Male,31,0,2,1,0
15619653,France,Male,47,0,1,0,1
15773447,Spain,Male,30,0,1,0,0
15739160,France,Female,41,115465.28,1,0,0
15689237,France,Female,27,0,2,0,0
15679297,Spain,Male,43,184926.61,1,0,0
15591433,Germany,Male,43,85957.88,2,0,0
15642725,France,Male,32,114084.6,1,1,0
15701962,Spain,Female,29,166930.76,2,0,0
15811613,France,Female,27,0,1,0,0
15741049,France,Male,29,0,2,1,0
15724423,France,Female,38,107193.82,2,0,0
15574305,France,Male,36,116275.12,1,1,0
15678168,Spain,Female,27,0,2,1,0
15697020,France,Male,39,91068.56,1,0,0
15610801,Germany,Male,41,123049.21,1,1,0
15745232,France,Female,39,0,2,1,0
15722758,France,Male,40,0,2,0,0
15792102,France,Female,42,137781.65,1,0,0
15675185,Germany,Female,48,108128.96,2,1,0
15801247,Spain,Male,39,105317.73,2,0,0
15725660,France,Male,20,80569.73,1,0,0
15638963,France,Female,22,174852.89,1,1,0
15800061,Spain,Female,45,89158.94,3,0,1
15578006,France,Female,85,0,2,1,0
15668504,France,Male,36,89800.14,1,1,0
15687491,Germany,Male,45,101207.75,1,0,1
15610403,France,Male,43,106086.42,2,0,0
15741094,France,Male,21,0,2,1,0
15807909,France,Male,47,0,2,0,0
15666141,Spain,Female,26,101440.36,2,1,0
15617134,France,Male,38,0,2,0,0
15783029,France,Male,34,106603.74,2,1,0
15622833,Germany,Female,29,130420.2,2,0,0
15746422,France,Female,38,0,1,0,0
15750839,Spain,Male,29,45022.23,1,1,0
15749130,Germany,Male,27,74298.43,1,1,0
15779862,Germany,Female,31,133003.03,1,1,1
15767871,Spain,Male,48,0,2,1,0
15679651,Spain,Female,37,136689.66,1,0,0
15576219,France,Male,32,0,2,1,0
15699247,France,Female,44,0,2,1,1
15619087,France,Male,53,102520.37,1,1,0
15605327,France,Male,35,0,2,1,0
15610140,France,Female,34,0,2,0,0
15791174,Spain,Male,67,88382.01,1,1,0
15602373,France,Male,44,115049.15,2,0,0
15762605,France,Male,58,104796.54,1,1,0
15598840,France,Male,33,123082.08,1,0,0
15744279,Spain,Female,58,0,2,1,0
15670619,France,Female,33,0,2,0,0
15599533,France,Female,43,0,2,1,0
15757837,Germany,Male,33,88311.48,2,1,0
15697574,France,Female,40,0,3,1,0
15578738,France,Male,32,71872.19,1,1,0
15762228,Spain,Male,35,110046.93,2,0,0
15614827,France,Male,42,104430.08,1,1,0
15789815,France,Female,28,0,2,0,0
15579781,Germany,Male,31,138653.51,1,0,0
15587013,France,Female,31,102575.04,1,1,0
15570932,France,Male,43,137780.74,2,1,1
15794661,Spain,Male,32,0,2,0,0
15581654,France,Male,32,0,2,1,0
15644296,France,Female,30,105209.54,1,0,0
15614420,Germany,Female,32,109570.21,2,1,0
15609653,Germany,Female,44,118715.86,1,0,1
15594577,France,Male,35,0,2,1,0
15584114,Germany,Female,43,153393.18,2,1,0
15673367,Germany,Male,33,132603.36,1,0,0
15685576,Spain,Female,36,0,2,1,0
15774727,Germany,Female,34,129398.01,2,0,0
15694288,Spain,Male,28,0,2,0,0
15603319,France,Male,29,151352.74,1,0,0
15759066,France,Female,44,136836.49,1,0,1
15814816,France,Male,40,91592.06,1,0,1
15724402,France,Female,30,0,2,0,0
15571059,France,Female,54,0,1,0,1
15674206,France,Female,22,0,2,1,0
15715160,France,Male,36,165536.28,2,1,0
15730448,Germany,Male,25,62482.95,1,1,0
15662067,France,Male,40,68155.59,1,0,0
15779581,Spain,Female,43,55853.33,2,1,1
15662901,France,Male,37,0,2,1,0
15689751,France,Female,31,79589.43,1,0,0
15667742,Spain,Male,41,100880.76,1,1,0
15738448,Germany,Female,25,174330.35,2,0,0
15680243,France,Male,19,143390.51,1,0,0
15745083,Germany,Male,59,91415.76,1,0,1
15708228,Germany,Male,30,134366.42,1,0,0
15628523,France,Female,24,0,2,1,0
15708196,Spain,Male,60,88786.81,1,1,0
15735549,Germany,Male,35,96814.46,2,1,0
15809347,Germany,Male,32,160680.41,1,0,0
15660866,France,Female,29,0,2,0,0
15766609,France,Female,47,0,2,0,0
15654230,Germany,Male,31,145537.21,1,0,0
15794566,France,Female,28,0,2,1,1
15800890,France,Female,45,0,2,1,0
15697424,Spain,Female,30,119370.11,1,1,1
15724536,Spain,Female,28,0,2,1,0
15735878,Germany,Female,47,134381.52,1,0,1
15707596,Germany,Female,74,114888.74,2,1,1
15657163,Germany,Male,42,149332.48,2,0,0
15622478,France,Female,40,105061.74,3,0,1
15779529,France,Male,32,0,2,1,0
15636023,France,Female,40,0,1,1,1
15582066,France,Male,21,0,1,1,0
15666675,France,Female,39,155062.8,1,1,0
15732987,Spain,Male,43,88798.34,1,0,0
15789432,France,Male,33,0,2,0,0
15663161,Germany,Female,51,143139.87,1,0,1
15694879,Spain,Female,23,0,2,0,0
15593715,Germany,Male,27,107027.52,1,0,0
15575002,France,Male,29,140720.93,1,0,0
15622171,France,Male,30,80964.57,2,0,0
15795224,France,Male,39,178585.46,1,0,1
15685346,Spain,Female,26,135889.13,1,1,0
15691808,France,Male,43,134919.85,1,0,0
15721007,Germany,Male,33,115130.34,1,0,1
15794253,Spain,Female,34,138190.13,2,1,0
15694453,Germany,Male,37,131519.49,2,1,0
15813113,Spain,Female,56,0,1,0,1
15614187,Germany,Female,39,126935.98,2,1,0
15619407,France,Male,39,133707.09,1,1,0
15646227,France,Female,27,97893.2,1,0,0
15660541,France,Male,34,127900.03,1,0,0
15753874,France,Male,37,143835.47,1,1,0
15617877,France,Male,44,0,2,1,0
15772073,France,Male,48,0,1,0,1
15701537,France,Male,60,0,1,1,1
15736228,France,Female,40,129596.77,1,1,0
15780572,Spain,Male,30,0,2,0,0
15769596,Germany,Female,24,110407.44,2,0,1
15586996,France,Female,76,0,2,1,0
15722061,Germany,Female,41,142015.76,2,0,0
15638003,Spain,Male,55,81370.07,1,1,0
15775590,Germany,Female,48,69329.47,1,0,1
15730688,France,Female,28,116755.5,2,1,1
15753102,Spain,Male,44,83870.33,1,0,0
15810075,France,Female,39,130694.89,2,1,1
15723373,Spain,Female,34,117451.47,1,0,0
15795298,Germany,Female,35,206868.78,2,1,0
15584320,France,Female,39,111695.62,1,0,0
15724161,France,Female,40,137285.26,4,0,1
15750056,France,Female,29,149218.39,1,1,0
15609637,France,Male,51,0,2,1,0
15794493,Spain,Male,32,0,2,1,0
15569641,Germany,Female,41,130701.29,1,0,1
15815236,Spain,Male,34,0,2,0,0
15811177,France,Female,31,167949.48,1,0,0
15680587,France,Male,23,131254.81,1,0,0
15672821,France,Male,28,0,2,1,0
15767681,Spain,Male,34,0,2,1,0
15600379,Spain,Male,34,86656.13,1,1,0
15801336,Germany,Female,37,114737.26,1,1,1
15721592,France,Female,38,0,2,0,0
15581282,France,Female,39,0,1,0,0
15746203,Germany,Male,62,119817.33,1,1,1
15583137,France,Female,48,130806.99,2,1,1
15680752,France,Female,49,0,1,1,1
15688172,Spain,Male,40,0,2,0,0
15791373,Germany,Female,35,80931.75,1,0,1
15589449,France,Female,56,0,3,1,1
15692819,Germany,Male,32,132178.67,1,0,0
15727467,France,Female,27,0,2,0,0
15734312,Spain,Male,43,0,2,1,0
15764604,France,Female,35,164769.02,3,0,1
15613014,Germany,Male,29,107233.85,2,0,0
15759684,France,Female,27,176227.07,2,1,0
15609669,France,Female,39,109949.39,2,1,0
15685536,France,Female,34,0,2,1,0
15750447,France,Female,60,117738.81,1,0,1
15663249,Spain,Female,37,133292.45,1,0,0
15638646,France,Female,43,160474.59,1,1,0
15734161,France,Male,43,0,2,0,0
15631070,Germany,Male,55,154393.43,1,1,1
15761950,Germany,Female,45,110827.49,1,1,1
15649668,Germany,Female,36,145750.45,2,1,0
15713912,Spain,Female,45,109044.3,1,1,0
15586757,France,Female,32,75170.54,1,1,0
15596522,France,Female,42,0,2,0,0
15625395,France,Female,28,105795.9,1,1,0
15760570,France,Male,32,0,2,0,0
15566689,Spain,Male,66,0,2,1,0
15725794,France,Female,49,0,1,0,1
15673539,France,Female,26,118097.87,1,0,0
15705298,Germany,Male,29,172693.54,1,0,0
15675791,France,Male,36,129440.3,2,0,0
15747043,Spain,Male,36,0,2,0,0
15736397,France,Male,23,96471.2,1,0,0
15678201,France,Female,46,0,1,1,1
15720745,Spain,Male,24,140197.18,1,1,0
15637593,France,Male,20,0,2,0,0
15598070,France,Female,33,135946.26,1,0,0
15787550,France,Male,69,0,2,1,0
15603942,Germany,Male,50,81290.02,3,1,1
15733973,France,Female,42,0,1,0,1
15596761,Germany,Male,60,113715.36,1,0,1
15652400,Spain,Male,56,168883.08,1,1,0
15717893,Germany,Male,36,143421.74,1,0,0
15622585,France,Male,26,153644.39,1,1,0
15733964,Spain,Female,53,109330.06,1,1,0
15753861,Germany,Female,27,115095.88,2,0,0
15747097,France,Male,35,0,1,1,1
15594762,Spain,Male,46,183276.32,1,1,0
15667417,France,Male,33,68193.72,1,0,0
15684861,France,Female,32,0,2,0,0
15742204,Germany,Male,31,139729.54,1,1,0
15623502,Spain,Female,56,98365.33,1,1,0
15774872,France,Male,36,0,2,0,0
15611191,Germany,Female,37,122453.97,2,1,0
